review_category,review_count,mean_playtime_hours,median_playtime_hours,minimum_playtime_hours,percentile_25_hours,percentile_75_hours,percentile_90_hours,maximum_playtime_hours
Recommended,4512,150.24600694444445,32.84166666666667,0.0833333333333333,8.766666666666667,125.71666666666668,356.1816666666667,28341.55
Not recommended,462,65.19347041847041,7.791666666666666,0.1166666666666666,1.9749999999999996,30.8875,123.5483333333334,4005.15
